Index	Abbreviation	Full_Name	First_Level	Last_Level
4	Cl	claustrum	4	6
7	DEn	dorsal_endopiriform_claustrum	5	6
8	VEn	ventral_endopiriform_claustrum	5	6
9	Pir	piriform_cortex	4	6
12	Hi	hippocampus	5	6
13	S	subicular_complex	5	6
14	fi	fimbria	5	6
15	f	fornix	3	6
19	BM	basomedial_amygdaloid_nucleus	5	6
20	VCo	ventral_cortical_amygdaloid_nucleus	5	6
21	AHi	amygdalohippocampal_area	5	6
23	La	lateral_amygdaloid_nucleus	5	5
26	APir	amygdalopiriform_transition_area	5	6
27	BL	basolateral_amygdaloid_nucleus	5	5
31	PaL	paralaminar_amygdaloid_nucleus	5	6
34	Ce	central_amygdaloid_nucleus	5	6
36	Me	medial_amygdaloid_nucleus	5	6
37	AA	anterior_amygdaloid_area	5	6
39	EA	extended_amygdala	5	6
40	IPAC	posterior_interstitial_nucleus	5	6
41	STIA	intraamygdaloid_stria_terminalis	5	6
45	Cd	caudate	5	5
48	Pu	putamen	5	6
49	ASt	amygdalostriatal_transition	5	6
50	ic	internal_capsule	5	6
52	Acb	accumbens	5	6
53	Tu	olfactory_tubercule	5	6
55	GP	globus_pallidus	5	5
59	ac	anterior_commissure	5	6
60	VP	ventral_pallidum	5	6
62	BR	basal_nucleus_region	4	5
65	ST	bed_nucleus_of_the_stria_terminalis	4	6
67	SFi	septimbrial_nucleus	5	6
68	SDB	septum_diagonal_band	5	6
70	opt	optic_tract	4	6
72	PO	preoptic_area	5	6
73	LTer-VOLT	lamina_terminalis	5	6
78	Pa	paraventricular_hypothalamus	5	6
80	VMH	ventromedial_hypothalamic_nucleus	5	6
81	MEm	medial_emminence	5	6
82	Arc	arcuate_nucleus	5	6
84	SOpt	supraoptic_hypothalamus	5	6
85	AH	anterior_hypothalamic_area	5	6
86	DM	dorsal_medial_hypothalamic_nucleus	5	6
87	LHy	lateral_hypothalamic_region	5	5
91	STh	subthalamic_nucleus	5	6
94	PH	posterior_hypothalamic_nucleus	5	6
96	PeF	prefornical_hypothalamus	5	6
97	MM/RM	mammillary/retromammillary_hypothalamus	5	5
101	APit	anterior_pituitary	5	6
102	PPit	posterior_pituitary	5	6
104	ZI-H	zona_incerta_and_lenticular_fascicles	3	6
106	Rt	reticular_thalamus	3	6
109	AR	anterior_thalamus_region	5	5
113	CL-PC	centrolateral_and_paracentral_thalamus	5	6
114	CMn-PF	centromedial-parafascicular_thalamus	5	6
115	SPFC	suprafascicular_nucleus	5	5
117	SG	supra_geniculate	5	6
118	Lim	limitans_thalamus	5	6
119	MD	mediodorsal_thalamus	4	6
121	IMD	intermediodorsal_thalamus	5	6
122	PT-PV-sm	paratenial-paraventral-thalamus	5	6
123	PVP	paraventricular_posterior_thalamus	5	6
124	PVA	paraventricular_anterior_thalamus	5	6
125	IAM	interanteromedial_thalamus	5	6
126	CM	central_medial_thalamus	5	6
127	Re-Rh-Xi	Reuniens-rhomboid-xiphoid_thalamus	5	6
130	VA	ventral_anterior_thalamus	5	6
131	VLA	ventral_lateral_anterior_thalamus	5	6
133	VLX	ventral_lateral_x_thalamus	5	6
134	VLPV	ventral_lateral_posteroventral_thalamus	5	6
135	VLPD	ventral_lateral_posterodorsal_thalamus	5	6
137	VPM-VPL	ventroposterior_medial_and_lateral_thalamus	5	6
138	VMPo-VMB	ventromedial_posterior+basal_thalamus	5	6
139	VPI	ventroposterior_inferior_thalamus	5	6
140	VM	ventral_medial_thalamus	5	6
142	LP	lateral_posterior_thalamus	4	6
143	LD	lateral_dorsal_thalamus	4	6
145	APul	anterior_pulvinar	5	6
146	MPul	medial_pulvinar	5	6
147	LPul	lateral_pulvinar	5	6
