Index	Abbreviation	Full_Name	First_Level	Last_Level
4	Cl	claustrum	4	6
6	En	endopiriform_claustrum	4	4
9	Pir	piriform_cortex	4	6
11	HF	hippocampal_formation	3	4
15	f	fornix	3	6
18	vpAmy	ventropallial_amygdala	4	4
22	lpAmy	lateropallial_amygdala	4	4
33	stAmy	striatal_amygdala	4	4
35	mAmy	medial_amygdala	4	4
38	pdAmy	pallidal_amygdala	4	4
44	DStr	dorsal_striatum	4	4
51	VStr	ventral_striatum	4	4
54	Pd	pallidum	3	4
62	BR	basal_nucleus_region	4	5
65	ST	bed_nucleus_of_the_stria_terminalis	4	6
66	SDBR	septum_diagonal_band_complex	4	4
70	opt	optic_tract	4	6
71	POR	preoptic_region	4	4
77	MTHy	medial_tuberal_hypothalamus	4	4
79	VTHy	ventral_tuberal_hypothalamus	4	4
83	DTHy	dorsal_tuberal_hypothalamus	4	4
93	DPHy	dorsal_posterior_hypothalamus	4	4
95	VPHy	ventral_posterior_hypothalamus	4	4
100	Pit	pituitary	3	4
104	ZI-H	zona_incerta_and_lenticular_fascicles	3	6
106	Rt	reticular_thalamus	3	6
108	A+	anterior_thalamus+	4	4
112	ILThal	intralaminar_thalamus	4	4
119	MD	mediodorsal_thalamus	4	6
120	MLThal	midline_thalamus	3	4
129	PNThal	pallido_nigral_thalamus	4	4
132	CbThal	cerebellar_thalamus	4	4
136	SpThal	spinal_thalamus	4	4
142	LP	lateral_posterior_thalamus	4	6
143	LD	lateral_dorsal_thalamus	4	6
144	Pul	pulvinar_thalamus	4	4
151	DLG	dorsal_lateral_geniculate	4	6
152	MG	medial_geniculate	4	6
154	Pi	pineal_gland	4	6
155	Hb	habenula	4	6
156	PrT	pretectum	2	4
165	Co	colliculi	4	4
170	PAGR	periaqueductal_gray_region	4	4
174	TgMid	midbrain_tegmentum	4	4
182	RtMid	midbrain_reticulum	4	4
186	OC+	occulomotor_region	4	4
189	raphe_Mid	midbrain_raphe	4	4
194	R+	rubral_region	4	5
197	DA_Mid	midbrain_dopaminergic_complex	4	4
207	PBC	parabrachial_complex	4	5
212	LGR	locus-central_gray_region	4	4
216	tgPons	pontine_dorsal_tegmentum	4	4
220	ll+	lateral_lemniscus_complex	4	4
225	retPons	pontine_reticulum	4	4
231	SO/ml	superior_olive+lemiscal_region	4	4
235	Pn+	pontine_nucleus_region	4	4
242	wmCB	cerebellar_white_matter	3	4
245	DCb	deep_cerebellar_nuclei	3	4
252	Fl-PFl	floculus_parafloculus	4	5
255	VCbCx	vermis_cerebellar_cortex	4	4
268	ICbCx	intermediate_cerebellar_cortex	4	5
276	LCbCx	lateral_cerebellar_cortex	4	5
282	VCC	vestibulo_cochlear_complex	4	4
287	C5	trigeminal_complex	4	4
294	SVC	somatovisceral_complex	4	4
300	MedMC	medullar_motor_complex	4	4
303	MedRet	medullar_reticulum	4	4
308	MedRaphe	medullar-Raphe	4	4
312	PreCbMed	precerebellar_medulla	4	4
315	vmt	ventral_medullar_tracts	4	4
