Index	Abbreviation	Full_Name	First_Level	Last_Level
4	area_32	area_32	4	6
5	area_25	subgenual_cortex	4	6
8	area_24a	area_24a	6	6
9	area_24b	area_24b	6	6
10	area_24c	area_24c	5	6
13	area_24a_prime	area_24a'	6	6
14	area_24b_prime	area_24b'	6	6
15	area_24c_prime	area_24c'	5	6
19	area_10mr	rostral_medial_frontal_pole	6	6
20	area_10mc	caudal_medial_frontal_pole	6	6
21	area_10o	orbital_frontal_pole	6	6
23	area_14r	rostral_gyrus_rectus	6	6
24	area_14c	caudal_gyrus_rectus	6	6
28	area_11m	medial_area_11	6	6
29	area_11l	lateral_area_11	6	6
31	area_13a/b	areas_13a_and_13b	6	6
32	area_13m	medial_area_13	6	6
33	area_13l	lateral_area_13	6	6
35	area_12m	medial_area_12	6	6
36	area_12o	orbital_area_12	6	6
39	Iam/Iapm	medial_agranular_insular_region	5	6
41	Iai	intermediate_agranular_insula_area	6	6
42	Ial	lateral_agranular_insula_area	6	6
43	Iapl	posterior_lateral_agranular_insula_area	6	6
45	AON/TTv	anterior_olfactory_cortex	6	6
46	OT/Pir	posterior_olfactory_cortex	6	6
48	G	gustatory_cortex	5	6
49	PrCO	precentral_operular_area	5	6
52	area_8Ad	dorsal_periarcuate_area_8A	6	6
53	area_8Av	ventral_periarcuate_area_8A	6	6
56	area_8Bd	dorsal_area_8B	6	6
57	area_8Bm	medial_area_8B	6	6
58	area_8Bs	arcuate_sulcus_area_8B	6	6
61	area_9d	dorsal_area_9	6	6
62	area_9m	medial_area_9	6	6
63	area_46d	dorsal_area_46	5	6
67	area_46f	area_46_in_fundus_of_the_principal_sulcus	6	6
68	area_46v	ventral_area_46	6	6
70	area_12l	lateral_area_12	6	6
71	area_12r	rostral_area_12	6	6
74	area_45a	area_45a	6	6
75	area_45b	area_45b	6	6
76	area_44	area_44	5	6
79	M1	primary_motor_cortex	4	6
82	PMdc	caudal_dorsal_premotor_cortex	6	6
83	PMdr	rostral_dorsal_premotor_cortex	6	6
85	F4	area_F4_of_ventral_premotor_cortex	6	6
86	F5	area_F5_of_ventral_premotor_cortex	6	6
88	preSMA	presupplementary_motor_area	5	6
89	SMA	supplementary_motor_area	5	6
93	area_3a/b	areas_3a_and_3b	5	6
94	areas_1-2	areas_1-2	5	6
95	SII	secondary_somatosensory_cortex	3	6
98	V6	visual_area_V6	4	6
100	V6Av	ventral_visual_area_6A	6	6
101	V6Ad	dorsal_visual_area_6A	6	6
104	PEc/PEci	areas_PEc_and_PEci	6	6
105	PE	area_PE	6	6
106	PEa	area_PEa	5	6
108	MIP	medial_intraparietal_area	5	6
110	VIP	ventral_intraparietal_area	6	6
111	PIP	posterior_intraparietal_area	6	6
114	AIP	anterior_intraparietal_area	5	6
116	LIPd	dorsal_lateral_intraparietal_area	6	6
117	LIPv	ventral_lateral_intraparietal_area	6	6
118	LOP	lateral_occipital_parietal_area	5	6
119	MST	medial_superior_temporal_area	3	6
122	area_7a	caudal_inferior_parietal_lobule_area_7a_(Opt/PG)	6	6
123	area_7b	rostral_inferior_parietal_lobule_area_7b_(PFG/PF)	6	6
124	area_7op	parietal_operculum	5	6
126	area_7m	area_7_(PGm)_on_the_medial_wall	3	6
129	area_31	area_31	5	6
131	area_23a	area_23a	6	6
132	area_23b	area_23b	6	6
133	area_23c	area_23c	6	6
134	area_v23	area_v23	5	6
136	area_29	area_29	5	6
137	area_30	area_30	5	6
143	CA1-CA3	hippocampal_subfields_CA1-CA3	6	6
144	CA4	hippocampal_subfield_CA4	6	6
145	DG	dentate_gyrus	5	6
146	Sub/proS	subiculum_and_prosubiculum	5	6
147	preS/paraS	presubiculum_and_parasubiculum	4	6
150	TFO	area_TFO	6	6
151	TF	area_TF	6	6
152	TH	area_TH	5	6
156	EC	caudal_division_of_entorhinal_cortex	6	6
157	ECL	caudal_limiting_division_of_entorhinal_cortex	6	6
158	mid_ERh	middle_entorhinal_cortex	5	6
159	rostral_ERh	rostral_entorhinal_cortex	5	6
161	area_35	area_35	5	6
163	area_36c	caudal_area_36	6	6
164	area_36r/p	rostral_and_polar_area_36	6	6
166	TGa	agranular_temporal_pole	4	6
169	TGdd	dorsal_dysgranular_temporal_pole	6	6
170	TGvd	ventral_dysgranular_temporal_pole	6	6
172	TGdg	dorsal_granular_temporal_pole	6	6
173	TGvg	ventral_granular_temporal_pole	6	6
174	TGsts	sts_part_of_temporal_pole	6	6
176	TEO	area_TEO	3	6
180	TEpv	posterior_ventral_area_TE	6	6
181	TEpd	posterior_dorsal_area_TE	6	6
183	TEav	anterior_ventral_area_TE	6	6
184	TEad	anterior_dorsal_area_TE	6	6
186	TEm	area_TEm	6	6
187	TEa	area_TEa	6	6
190	IPa	area_IPa	6	6
191	PGa	area_PGa	6	6
192	FST	floor_of_the_superior_temporal_area	5	6
196	TPO	temporal_parietooccipital_associated_area	5	6
197	TAa	area_TAa	5	6
198	STGr	rostral_superior_temporal_gyrus	4	6
200	Tpt	temporo-parietal_area	5	6
202	CPB	caudal_parabelt_region	6	6
203	RPB	rostral_parabelt_region	6	6
208	CL	caudal_lateral_belt_region	6	6
209	ML	middle_lateral_belt_region	6	6
211	AL	anterior_lateral_belt_region	6	6
212	RTL	lateral_rostrotemporal_belt_region	6	6
