Index	Abbreviation	Full_Name	First_Level	Last_Level
4	Cl	claustrum	4	6
7	DEn	dorsal_endopiriform_claustrum	5	6
8	VEn	ventral_endopiriform_claustrum	5	6
9	Pir	piriform_cortex	4	6
12	Hi	hippocampus	5	6
13	S	subicular_complex	5	6
14	fi	fimbria	5	6
15	f	fornix	3	6
19	BM	basomedial_amygdaloid_nucleus	5	6
20	VCo	ventral_cortical_amygdaloid_nucleus	5	6
21	AHi	amygdalohippocampal_area	5	6
24	LaD	lateral_dorsal_amygdaloid_nucleus	6	6
25	LaV	lateral_ventral_amygdaloid_nucleus	6	6
26	APir	amygdalopiriform_transition_area	5	6
28	BLD	basolateral_dorsal_amygdaloid_nucleus	6	6
29	BLI	basolateral_intermediate_amygdaloid_nucleus	6	6
30	BLV	basolateral_ventral_amygdaloid_nucleus	6	6
31	PaL	paralaminar_amygdaloid_nucleus	5	6
34	Ce	central_amygdaloid_nucleus	5	6
36	Me	medial_amygdaloid_nucleus	5	6
37	AA	anterior_amygdaloid_area	5	6
39	EA	extended_amygdala	5	6
40	IPAC	posterior_interstitial_nucleus	5	6
41	STIA	intraamygdaloid_stria_terminalis	5	6
46	CdH	caudate_head	6	6
47	CdT	caudate_tail	6	6
48	Pu	putamen	5	6
49	ASt	amygdalostriatal_transition	5	6
50	ic	internal_capsule	5	6
52	Acb	accumbens	5	6
53	Tu	olfactory_tubercule	5	6
56	EGP	external_globus_pallidus	6	6
57	IGP	internal_globus_pallidus	6	6
58	al	ansa_lenticularis	6	6
59	ac	anterior_commissure	5	6
60	VP	ventral_pallidum	5	6
63	PeB	peri-basal_region	6	6
64	B	basal_nucleus	6	6
65	ST	bed_nucleus_of_the_stria_terminalis	4	6
67	SFi	septimbrial_nucleus	5	6
68	SDB	septum_diagonal_band	5	6
70	opt	optic_tract	4	6
72	PO	preoptic_area	5	6
73	LTer-VOLT	lamina_terminalis	5	6
78	Pa	paraventricular_hypothalamus	5	6
80	VMH	ventromedial_hypothalamic_nucleus	5	6
81	MEm	medial_emminence	5	6
82	Arc	arcuate_nucleus	5	6
84	SOpt	supraoptic_hypothalamus	5	6
85	AH	anterior_hypothalamic_area	5	6
86	DM	dorsal_medial_hypothalamic_nucleus	5	6
88	LH	lateral_hypothalamic_area	6	6
89	JPLH	justaparaventricular_lateral_hypothalamus	6	6
90	PLH	peduncular_lateral_hypothalamus	6	6
91	STh	subthalamic_nucleus	5	6
94	PH	posterior_hypothalamic_nucleus	5	6
96	PeF	prefornical_hypothalamus	5	6
98	RM	retromammillary_hypothalamus	6	6
99	MM	mammillary_hypothalamus	6	6
101	APit	anterior_pituitary	5	6
102	PPit	posterior_pituitary	5	6
104	ZI-H	zona_incerta_and_lenticular_fascicles	3	6
106	Rt	reticular_thalamus	3	6
110	A	anterior_thalamus	6	6
111	cap	capsule_of_the_antherior_thalamus	6	6
113	CL-PC	centrolateral_and_paracentral_thalamus	5	6
114	CMn-PF	centromedial-parafascicular_thalamus	5	6
116	SPFPC	subparafascicular_nucleus	6	6
117	SG	supra_geniculate	5	6
118	Lim	limitans_thalamus	5	6
119	MD	mediodorsal_thalamus	4	6
121	IMD	intermediodorsal_thalamus	5	6
122	PT-PV-sm	paratenial-paraventral-thalamus	5	6
123	PVP	paraventricular_posterior_thalamus	5	6
124	PVA	paraventricular_anterior_thalamus	5	6
125	IAM	interanteromedial_thalamus	5	6
126	CM	central_medial_thalamus	5	6
127	Re-Rh-Xi	Reuniens-rhomboid-xiphoid_thalamus	5	6
130	VA	ventral_anterior_thalamus	5	6
131	VLA	ventral_lateral_anterior_thalamus	5	6
133	VLX	ventral_lateral_x_thalamus	5	6
