Index	Abbreviation	Full_Name	First_Level	Last_Level
4	area_32	area_32	4	6
5	area_25	subgenual_cortex	4	6
7	area_24a/b	areas_24a_and_24b	5	5
10	area_24c	area_24c	5	6
12	area_24a/b_prime	areas_24a'_and_24b'	5	5
15	area_24c_prime	area_24c'	5	6
18	area_10	frontal_pole	4	5
22	area_14	gyrus_rectus	4	5
27	area_11	area_11	5	5
30	area_13	area_13	5	5
34	area_12m/o	medial_and_orbital_area_12	4	5
39	Iam/Iapm	medial_agranular_insular_region	5	6
40	lat_Ia	lateral_agranular_insular_region	5	5
44	OLF	primary_olfactory_cortex	4	5
48	G	gustatory_cortex	5	6
49	PrCO	precentral_operular_area	5	6
51	area_8A	periarcuate_area_8A_(Frontal_Eye_Fields)	3	5
55	area_8B	area_8B	4	5
60	area_9	area_9	5	5
63	area_46d	dorsal_area_46	5	6
66	area_46v/f	ventral_and_fundus_portion_of_area_46	5	5
69	area_12r/l	rostral_and_lateral_area_12	5	5
73	area_45	area_45	5	5
76	area_44	area_44	5	6
79	M1	primary_motor_cortex	4	6
81	PMd	dorsal_premotor_cortex	5	5
84	PMv	ventral_premotor_cortex	5	5
88	preSMA	presupplementary_motor_area	5	6
89	SMA	supplementary_motor_area	5	6
93	area_3a/b	areas_3a_and_3b	5	6
94	areas_1-2	areas_1-2	5	6
95	SII	secondary_somatosensory_cortex	3	6
98	V6	visual_area_V6	4	6
99	V6A	visual_area_V6A	4	5
103	area_5d	dorsal_area_5	5	5
106	PEa	area_PEa	5	6
108	MIP	medial_intraparietal_area	5	6
109	fundus_IPS	fundus_of_the_intraparietal_sulcus	5	5
114	AIP	anterior_intraparietal_area	5	6
115	LIP	lateral_intraparietal_area	5	5
118	LOP	lateral_occipital_parietal_area	5	6
119	MST	medial_superior_temporal_area	3	6
121	area_7a/b	inferior_parietal_lobule_areas_7a_and_7b	5	5
124	area_7op	parietal_operculum	5	6
126	area_7m	area_7_(PGm)_on_the_medial_wall	3	6
129	area_31	area_31	5	6
130	area_23	area_23	5	5
134	area_v23	area_v23	5	6
136	area_29	area_29	5	6
137	area_30	area_30	5	6
142	CA_fields	hippocampus_proper	5	5
145	DG	dentate_gyrus	5	6
146	Sub/proS	subiculum_and_prosubiculum	5	6
147	preS/paraS	presubiculum_and_parasubiculum	4	6
149	TF/TFO	areas_TF_and_TFO	5	5
152	TH	area_TH	5	6
155	caudal_ERh	caudal_entorhinal_cortex	5	5
158	mid_ERh	middle_entorhinal_cortex	5	6
159	rostral_ERh	rostral_entorhinal_cortex	5	6
161	area_35	area_35	5	6
162	area_36	area_36	5	5
166	TGa	agranular_temporal_pole	4	6
168	TGd	dysgranular_temporal_pole	5	5
171	TGg	granular_temporal_pole	5	5
176	TEO	area_TEO	3	6
179	post_TE	posterior_area_TE	5	5
182	ant_TE	anterior_area_TE	5	5
185	TE_in_STSv	area_TE_in_the_ventral_STS	4	5
189	ant_STSf	anterior_fundus_of_the_superior_temporal_sulcus	5	5
192	FST	floor_of_the_superior_temporal_area	5	6
196	TPO	temporal_parietooccipital_associated_area	5	6
197	TAa	area_TAa	5	6
198	STGr	rostral_superior_temporal_gyrus	4	6
200	Tpt	temporo-parietal_area	5	6
201	parabelt	parabelt_areas_of_auditory_cortex	5	5
207	CL/ML	caudal_areas_of_the_lateral_belt	5	5
210	AL/RTL	rostral_areas_of_the_lateral_belt	5	5
214	CM	caudomedial_belt_region	5	6
215	RM/RTM	rostral_areas_of_the_medial_belt	5	5
218	RTp	polar_rostrotemporal_cortex	3	6
220	R/RT	rostral_areas_of_the_core	5	5
223	AI	primary_auditory_cortex	5	6
226	Pi	parainsula	5	6
227	Ins	insula	5	5
230	Ri	retroinsula	4	6
232	MT	middle_temporal_area	2	6
235	V4d	dorsal_visual_area_4	5	6
236	V4v	ventral_visual_area_4	5	6
239	V3d/V3A	visual_areas_V3d_and_V3A	5	5
242	V3v	ventral_visual_area_3	5	6
243	V2	visual_area_2	4	5
246	V1	primary_visual_cortex	2	6
