Index	Abbreviation	Full_Name	First_Level	Last_Level
4	area_32	area_32	4	6
5	area_25	subgenual_cortex	4	6
6	area_24	area_24	4	4
11	MCC	midcingulate_cortex	3	4
18	area_10	frontal_pole	4	5
22	area_14	gyrus_rectus	4	5
26	areas_11/13	areas_11_and_13	4	4
34	area_12m/o	medial_and_orbital_area_12	4	5
38	OFa-p	agranular_orbitofrontal_cortex	4	4
44	OLF	primary_olfactory_cortex	4	5
47	cl_OFC	caudolateral_orbitofrontal_cortex	4	4
51	area_8A	periarcuate_area_8A_(Frontal_Eye_Fields)	3	5
55	area_8B	area_8B	4	5
59	rostral_dlPFC	rostral_dorsolateral_prefrontal_cortex	4	4
65	rostral_vlPFC	rostral_ventrolateral_prefrontal_cortex	4	4
72	caudal_vlPFC	caudal_ventrolateral_prefrontal_cortex	4	4
79	M1	primary_motor_cortex	4	6
80	PM	premotor_cortex	4	4
87	SMA/preSMA	medial_supplementary_motor_areas	3	4
92	SI	primary_somatosensory_cortex	3	4
95	SII	secondary_somatosensory_cortex	3	6
98	V6	visual_area_V6	4	6
99	V6A	visual_area_V6A	4	5
102	area_5	area_5	3	4
107	vm_IPS	ventromedial_intraparietal_sulcus	3	4
113	lat_IPS	lateral_intraparietal_sulcus	3	4
119	MST	medial_superior_temporal_area	3	6
120	area_7_in_IPL	area_7_in_the_inferior_parietal_lobule	3	4
126	area_7m	area_7_(PGm)_on_the_medial_wall	3	6
128	PCC	posterior_cingulate_cortex	4	4
135	RSC	retrosplenial_cortex	4	4
141	HiF	hippocampal_formation	4	4
147	preS/paraS	presubiculum_and_parasubiculum	4	6
148	paraHipp	parahippocampal_cortex	3	4
154	ERh	entorhinal_cortex	4	4
160	PRh	perirhinal_cortex	4	4
166	TGa	agranular_temporal_pole	4	6
167	TGg/TGd	granular_and_dysgranular_temporal_pole	4	4
176	TEO	area_TEO	3	6
178	gyral_TE	gyral_aspect_of_area_TE	4	4
185	TE_in_STSv	area_TE_in_the_ventral_STS	4	5
188	STSf	fundus_of_the_superior_temporal_sulcus	3	4
195	STSd	dorsal_bank_of_the_superior_temporal_sulcus	4	4
198	STGr	rostral_superior_temporal_gyrus	4	6
199	STGc	caudal_superior_temporal_gyrus	3	4
206	lat_belt	lateral_belt_areas	4	4
213	med_belt	medial_belt_areas	4	4
218	RTp	polar_rostrotemporal_cortex	3	6
219	core	core_areas_of_auditory_cortex	3	4
225	Ins/Pi	insula_and_parainsula	4	4
230	Ri	retroinsula	4	6
232	MT	middle_temporal_area	2	6
234	V4	visual_area_4	3	4
238	V3	visual_area_3	4	4
243	V2	visual_area_2	4	5
246	V1	primary_visual_cortex	2	6
